popularity,danceability,energy,speechiness,acousticness,instrumentalness,liveness,valence,duration,es_reggaeton,key_code,mode_code,loudness_scale,tempo_scale
68.0,0.826,0.7040000000000001,0.11699999999999999,0.18899999999999997,4.8e-05,0.0617,0.741,3.4166666666666665,1,9.0,1.0,0.8264245609843507,0.33485336244105957
61.0,0.6409999999999999,0.693,0.163,0.0169,0.0,0.21899999999999997,0.899,3.07355,1,8.0,1.0,0.8312029626090072,1.0
67.0,0.7709999999999999,0.815,0.0719,0.161,2.01e-05,0.18899999999999997,0.524,3.4253333333333336,1,1.0,0.0,0.8766933460757377,0.33486998487358643
63.0,0.743,0.787,0.262,0.0352,0.0,0.0732,0.7190000000000001,2.878,1,1.0,1.0,0.8771950782463266,0.878429069310003
63.0,0.8759999999999999,0.6920000000000001,0.10400000000000001,0.128,0.0,0.249,0.757,3.788,1,10.0,1.0,0.8526579859037152,0.34049944868932125
67.0,0.675,0.9209999999999999,0.0365,0.0466,0.00618,0.11699999999999999,0.7,4.208216666666667,1,4.0,1.0,0.860924620714371,0.3514591725353089
72.0,0.816,0.747,0.0411,0.102,0.0,0.263,0.848,3.5155499999999997,1,8.0,0.0,0.8517261975869072,0.35150903983288906
59.0,0.705,0.5329999999999999,0.272,0.0956,0.0,0.292,0.537,3.501716666666667,1,11.0,0.0,0.7201768008601122,0.33490322973863995
50.0,0.847,0.7240000000000001,0.052000000000000005,0.0152,0.0125,0.113,0.691,4.07955,1,1.0,1.0,0.8326364830964041,0.379695144587459
66.0,0.7829999999999999,0.8240000000000001,0.12300000000000001,0.214,0.0,0.102,0.726,3.1180000000000003,1,0.0,1.0,0.8874447497312149,0.33477025027842566
73.0,0.732,0.708,0.262,0.534,0.0,0.237,0.7170000000000001,4.463116666666666,1,9.0,0.0,0.8173933819137498,0.7887067193413084
59.0,0.787,0.679,0.0658,0.41600000000000004,0.0,0.15,0.875,4.003333333333333,1,9.0,1.0,0.8888782702186119,0.3125515988009685
73.0,0.8290000000000001,0.878,0.10099999999999999,0.0959,0.0,0.7759999999999999,0.883,3.98845,1,9.0,1.0,0.8640783657866443,0.301486599548978
63.0,0.8079999999999999,0.682,0.0963,0.171,1.42e-06,0.46399999999999997,0.491,3.927116666666667,1,2.0,1.0,0.8359574722255405,0.3125460579901263
64.0,0.825,0.852,0.0789,0.0282,0.000264,0.13,0.813,3.572566666666667,1,6.0,0.0,0.8516545215625373,0.3404772854459521
65.0,0.828,0.6659999999999999,0.152,0.457,0.0,0.0834,0.44,3.5422166666666666,1,9.0,1.0,0.8281686775773504,0.3234836185927449
66.0,0.804,0.745,0.0744,0.11199999999999999,0.0,0.0924,0.512,3.14555,1,4.0,0.0,0.8675665989726437,0.3404551222025831
58.0,0.677,0.946,0.0553,0.185,3.56e-06,0.27399999999999997,0.948,4.016216666666667,1,6.0,1.0,0.9372834786763827,0.3459239025038925
63.0,0.775,0.7440000000000001,0.0916,0.0567,0.0,0.392,0.581,3.272666666666667,1,7.0,1.0,0.8650101541034523,0.32912970484100645
67.0,0.815,0.856,0.122,0.4,8.340000000000001e-05,0.244,0.872,2.5277833333333333,1,1.0,0.0,0.9148727750567435,0.3236720061613817
61.0,0.852,0.66,0.22399999999999998,0.27699999999999997,0.0,0.207,0.517,3.7451166666666666,1,2.0,1.0,0.8586787719507825,0.3348145767651638
63.0,0.7979999999999999,0.8140000000000001,0.0542,0.10099999999999999,5.41e-06,0.18100000000000002,0.524,3.791116666666667,1,7.0,1.0,0.8592521801457412,0.3403609284182647
65.0,0.815,0.768,0.171,0.217,1.69e-06,0.0632,0.667,3.276216666666667,1,6.0,0.0,0.8563134631465774,0.3346206483856847
75.0,0.857,0.8009999999999999,0.0618,0.332,1.2e-06,0.0789,0.753,3.21,1,0.0,1.0,0.8509855453350854,0.34591282088220787
35.0,0.6809999999999999,0.802,0.175,0.266,0.0,0.35200000000000004,0.765,3.8346666666666667,1,1.0,1.0,0.8983156134273085,0.3016971503609838
68.0,0.738,0.85,0.0403,0.0775,0.0,0.162,0.6779999999999999,3.75955,1,7.0,0.0,0.867256002867041,0.3403166019315266
63.0,0.503,0.9,0.308,0.32899999999999996,0.0,0.179,0.7440000000000001,5.087999999999999,1,5.0,0.0,0.8824752120415721,0.29537508518996664
61.0,0.784,0.7929999999999999,0.12300000000000001,0.11199999999999999,0.0,0.134,0.638,3.8628833333333334,1,10.0,0.0,0.897001552980528,0.34573551493525567
63.0,0.847,0.873,0.0804,0.0558,3.21e-06,0.325,0.966,4.26645,1,8.0,0.0,0.8914586070959264,0.45671795610569654
53.0,0.843,0.797,0.0894,0.0833,2.16e-06,0.22899999999999998,0.6970000000000001,3.184633333333333,1,1.0,1.0,0.887707561820571,0.3511156422630888
66.0,0.738,0.875,0.109,0.23600000000000002,1.39e-05,0.13,0.91,4.75555,1,1.0,1.0,0.9258630987934535,0.31281755772139697
62.0,0.8009999999999999,0.773,0.0896,0.563,0.00425,0.10300000000000001,0.7959999999999999,3.76155,1,8.0,0.0,0.8473539601003464,0.3402556530122618
56.0,0.629,0.893,0.275,0.18100000000000002,0.0,0.115,0.86,4.49265,1,1.0,0.0,0.9104766455620594,0.3350140459554851
27.0,0.753,0.628,0.071,0.0466,0.0,0.317,0.691,4.653116666666667,1,0.0,1.0,0.7298052801337952,0.40821369799256413
54.0,0.701,0.914,0.0851,0.0817,0.0,0.0448,0.8859999999999999,3.3202166666666666,1,0.0,1.0,0.8882809700155297,0.534682705467118
67.0,0.7879999999999999,0.833,0.287,0.0134,1.04e-06,0.114,0.35600000000000004,4.92555,1,8.0,1.0,0.7849480348823318,0.7691144122030819
63.0,0.8079999999999999,0.6970000000000001,0.24100000000000002,0.040999999999999995,0.0,0.0546,0.5539999999999999,3.867,1,10.0,1.0,0.865320750209055,0.34065459139290444
63.0,0.924,0.782,0.0816,0.24600000000000002,0.0,0.0659,0.745,3.4057833333333334,1,10.0,0.0,0.8975510691673635,0.3403775508507916
56.0,0.84,0.8370000000000001,0.155,0.322,0.0,0.10099999999999999,0.728,3.0428333333333333,1,5.0,1.0,0.855763946959742,0.34042741814837174
63.0,0.86,0.6990000000000001,0.0974,0.0827,0.00197,0.26,0.871,5.05905,1,3.0,0.0,0.8529924740174412,0.33473700541337226
58.0,0.9440000000000001,0.8740000000000001,0.175,0.316,0.0,0.374,0.836,3.052216666666667,1,2.0,0.0,0.9151355871460995,0.4791526992060018
54.0,0.7959999999999999,0.866,0.0595,0.096,0.00025,0.0561,0.877,4.101333333333334,1,10.0,0.0,0.8608290526818778,0.34027227544478855
31.0,0.763,0.597,0.21899999999999997,0.00268,0.000341,0.278,0.772,4.55955,1,6.0,1.0,0.7379763469119578,0.4042741814837183
61.0,0.7440000000000001,0.9209999999999999,0.0889,0.172,4.86e-06,0.146,0.718,2.6283499999999997,1,9.0,0.0,0.8982439374029387,0.3292460618686939
44.0,0.7509999999999999,0.8809999999999999,0.253,0.0315,1.1400000000000001e-05,0.0855,0.6940000000000001,4.866,1,9.0,0.0,0.902831202962609,0.32908537835426843
47.0,0.841,0.8079999999999999,0.0749,0.0711,3.36e-06,0.0816,0.66,3.2613333333333334,1,10.0,1.0,0.8736590610440808,0.34032214274236894
51.0,0.84,0.9259999999999999,0.10800000000000001,0.0762,2.6e-06,0.321,0.5670000000000001,3.53445,1,1.0,1.0,1.0,0.4122474082857286
27.0,0.7909999999999999,0.6920000000000001,0.13699999999999998,0.149,3.75e-06,0.11900000000000001,0.716,24.993333333333332,1,3.0,0.0,0.7203679369250986,0.42303536699560607
56.0,0.883,0.626,0.0853,0.0648,4.24e-06,0.0594,0.565,3.4908833333333336,1,1.0,1.0,0.8260900728706247,0.40693931149884477
66.0,0.7090000000000001,0.726,0.0411,0.0977,0.0,0.301,0.40399999999999997,3.0364500000000003,1,7.0,1.0,0.8359335802174173,0.3237329550806465
52.0,0.696,0.722,0.0472,0.114,0.0,0.26,0.46399999999999997,3.0364500000000003,1,7.0,1.0,0.8306056624059251,0.32379390399991137
56.0,0.7929999999999999,0.823,0.0681,0.16899999999999998,0.0010400000000000001,0.0986,0.616,4.589333333333333,1,7.0,1.0,0.8535897742205232,0.3236830877830662
40.0,0.795,0.768,0.0466,0.257,0.0266,0.0932,0.735,3.4085666666666667,1,1.0,0.0,0.8878986978855572,0.3405493159869015
56.0,0.846,0.905,0.0588,0.139,1.01e-05,0.228,0.843,2.92555,1,6.0,0.0,0.9181937641858798,0.3404218773375295
55.0,0.6859999999999999,0.877,0.131,0.00221,0.243,0.10800000000000001,0.877,3.5004,1,8.0,1.0,0.8665392426233425,0.8778251209281964
53.0,0.7709999999999999,0.85,0.0558,0.33399999999999996,1.87e-06,0.122,0.586,4.23155,1,11.0,0.0,0.8632660375104527,0.34027227544478855
57.0,0.809,0.741,0.21899999999999997,0.0102,0.00103,0.0354,0.61,2.7068833333333333,1,7.0,1.0,0.8610679727631106,0.8335429606768654
61.0,0.8079999999999999,0.8690000000000001,0.0509,0.305,0.0,0.0983,0.848,3.4166666666666665,1,7.0,1.0,0.8397085175008959,0.32461394400456567
52.0,0.765,0.768,0.0742,0.18,0.0,0.0794,0.574,4.860966666666667,1,2.0,1.0,0.8877792378449408,0.33612774893477904
50.0,0.509,0.672,0.0639,0.281,0.0,0.355,0.81,3.9815166666666664,1,9.0,0.0,0.8742085772309163,0.36859135965957257
60.0,0.677,0.812,0.032,0.284,0.0,0.261,0.354,4.102666666666667,1,9.0,0.0,0.8687611993788078,0.3404218773375295
57.0,0.608,0.73,0.033,0.0058,0.0,0.313,0.48,3.3491166666666667,1,1.0,1.0,0.8695018516306295,0.2794397132076308
50.0,0.794,0.69,0.149,0.0327,3.6200000000000006e-05,0.136,0.898,23.800666666666665,1,6.0,1.0,0.6892605423485844,0.3809639902703361
44.0,0.86,0.887,0.245,0.182,0.0,0.33,0.8,2.8551166666666665,1,1.0,0.0,0.8825707800740652,0.34052161193269026
32.0,0.753,0.804,0.06,0.00165,0.05,0.068,0.794,3.8282499999999997,1,11.0,0.0,0.804396129494684,0.34020024490383916
57.0,0.7959999999999999,0.589,0.0749,0.27399999999999997,0.0345,0.42100000000000004,0.764,4.244483333333333,1,1.0,1.0,0.8127344403297097,0.34042741814837174
55.0,0.79,0.551,0.22699999999999998,0.221,0.0,0.0682,0.787,3.5488833333333334,1,11.0,1.0,0.8229124357902281,0.8072850580954017
47.0,0.7609999999999999,0.728,0.0837,0.0269,0.0,0.212,0.852,3.534666666666667,1,9.0,0.0,0.8886632421455023,0.3454252295280892
35.0,0.843,0.6779999999999999,0.1,0.0282,5.2000000000000004e-05,0.302,0.6409999999999999,24.758883333333333,1,1.0,1.0,0.7211324811850435,0.4055818128424913
52.0,0.775,0.9059999999999999,0.221,0.0628,3.05e-06,0.109,0.425,2.6177833333333336,1,11.0,0.0,0.8460876836698124,0.41379883532156103
68.0,0.65,0.884,0.0326,0.0482,0.154,0.135,0.377,3.3492,0,1.0,1.0,0.9212758332337833,0.5120761972307026
59.0,0.588,0.623,0.0304,0.000288,0.451,0.184,0.16899999999999998,6.953133333333333,0,11.0,0.0,0.8144785569227093,0.567456601599078
61.0,0.5770000000000001,0.88,0.0357,0.335,0.8959999999999999,0.14300000000000002,0.259,3.40625,0,6.0,1.0,0.9365906104408075,0.522897400805634
